old_url,new_url,status_code,priority,source,title,note
"https://devlo.ch/","","200","HIGH","crawl","Agence de prospection commerciale B2B: Démarchage de Nouveaux Prospects Qualifiés - devlo",""
"https://devlo.ch/telephone","","301","LOW","crawl","",""
"https://devlo.ch/academy-notre-appel/","","200","MEDIUM","crawl","Commerciaux B2B: formation prospection commerciale LinkedIn, emails et appels: notre rendez-vous",""
"https://devlo.ch/formation-prospection-b2b/","","200","MEDIUM","crawl","Formation accélérée pour Commerciaux B2B [2024]: génération de prospects et prospection",""
"https://devlo.ch/en/","","200","HIGH","crawl","B2B cold outreach agency: prospecting new qualified leads - devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/de/","","200","HIGH","crawl","B2B-Agentur für Kaltakquise: Suche nach neuen qualifizierten Leads – devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/resultats-cas-etudes/","","200","LOW","crawl","Résultats & études de cas: notre agence de prospection aide ces entreprises B2B",""
"https://devlo.ch/blog-list/","","200","MEDIUM","crawl","devlo Blog - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo",""
"https://devlo.ch/telephone/","","200","LOW","crawl","Entreprise de prospection commerciale B2B: Génération de rendez-vous",""
"https://devlo.ch/resultats/biocarburants-52-rendez-vous/","","200","HIGH","crawl","Comment identifier les meilleurs prospects parmi plusieurs Ideal Customer Profiles (ICP) grâce à des campagnes de prospection commerciale? - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/proprete-urbaine-71-rendez-vous/","","200","HIGH","crawl","Comment cette société de gestion du nettoyage a obtenu 71 rendez-vous qualifiés avec des décideurs B2B dans les plus grandes villes de Suisse, France et Belgique. - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/mobilite-40-prospects/","","200","HIGH","crawl","+40 prospects intéressés sur 286 entreprises prospectées par e-mail, appels téléphoniques et prospection LinkedIn - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/biodiversite-70-rendez-vous/","","200","HIGH","crawl","Comment cette association a externalisé son acquisition de clients et obtenu 70 rendez-vous qualifiés avec des entreprises comme l'UEFA, TAG Heuer, Rothschild, etc. - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/cybersecurite-4500-entreprises/","","200","HIGH","crawl","Cybersécurité B2B: Agence de prospection commerciale email et téléphonique - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/audiovisuel-16-rendez-vous/","","200","HIGH","crawl","Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Génération de prospects qualifiés pour cet intégrateur audiovisuel","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/immobilier-11-prospects/","","200","HIGH","crawl","L’immobilier et la prospection commerciale B2B: comment cibler et démarcher des prospects pour la location de surfaces commerciales - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/formation-14-rendez-vous/","","200","HIGH","crawl","Planification de Rendez-vous B2B avec Décideurs “formation & développement des compétences” (L&D): 45% des prospects répondent [Agence de Prospection Commerciale B2B] - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/hr-54-rendez-vous-dach/","","200","HIGH","crawl","Stratégie unique de génération de prospects B2B : Comment CareerLunch a obtenu 54 rendez-vous dans la région DACH alors que la plupart des entreprises avaient déjà été contactées - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/merchandising-23-prospects/","","200","HIGH","crawl","Comment cette société de merchandising a obtenu 70% de réponses et 8% de meetings avec leurs prospects grâce à cette séquence de prospection commerciale B2B - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/immobilier-30-prospects/","","200","HIGH","crawl","Télémarketing B2B dans l’immobilier Suisse:+30 prospects intéressés pour un rendez-vous - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/resultats/logiciel-comptable-200k-ca/","","200","HIGH","crawl","Comment nous avons aidé un éditeur de logiciel comptable à conclure 200'000 € de contrats en Belgique grâce à une stratégie outbound multicanale ciblée - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","Old FR case study URL → map to /etudes-de-cas/[slug]"
"https://devlo.ch/notrerendez-vous/","","200","LOW","crawl","Prospection commerciale B2B: Explorez nos stratégies pour maximiser votre ROI.",""
"https://devlo.ch/terms/","","200","LOW","crawl","Conditions d'utilisation - Agence de Prospection Commerciale B2B",""
"https://devlo.ch/en/academy-our-call/","","200","MEDIUM","crawl","B2B sales prospecting training (LinkedIn, emails, and calls): our call","EN page → redirect to FR equivalent"
"https://devlo.ch/de/akademie-unser-ruf/","","200","MEDIUM","crawl","B2B-Verkaufsmitarbeiter: Verkaufsförderungstraining LinkedIn, E-Mails und Anrufe: unser Termin","DE page → redirect to FR equivalent"
"https://devlo.ch/en/b2b-sales-training-academy/","","200","MEDIUM","crawl","B2B SDR/BDR Sales Training [2025]: Lead Generation & Cold Outreach","EN page → redirect to FR equivalent"
"https://devlo.ch/de/ausbildung-prospektion-b2b/","","200","MEDIUM","crawl","B2B SDR/BDR Verkaufstraining 2024: Leadgenerierung, Kaltakquise zur Terminvereinbarung","DE page → redirect to FR equivalent"
"https://devlo.ch/en/call/","","200","HIGH","crawl","Lead generation agency: Your Partner for Appointment scheduling","EN page → redirect to FR equivalent"
"https://devlo.ch/en/results_cas_studies/","","200","MEDIUM","crawl","Results & case studies: our B2B Lead Generation agency helps these companies","EN page → redirect to FR equivalent"
"https://devlo.ch/en/blog/","","200","MEDIUM","crawl","Blog - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/biofuels-52-sales-meetings/","","200","HIGH","crawl","How to identify the best prospects among several Ideal Customer Profiles (ICP) through sales prospecting campaigns? Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/urban-cleanliness-71-meetings/","","200","HIGH","crawl","How this cleaning management company secured 71 qualified appointments with B2B decision-makers in major cities across Switzerland, France, and Belgium. - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/mobility-40-prospects/","","200","HIGH","crawl","+40 interested prospects out of 286 companies contacted via email, phone calls, and LinkedIn prospecting - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/biodiversity-70-meetings/","","200","HIGH","crawl","How this association outsourced its customer acquisition and secured 70 qualified appointments with companies such as UEFA, TAG Heuer, Rothschild, etc. - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/cybersecurity-4500-companies/","","200","HIGH","crawl","B2B Cybersecurity: Email and LinkedIn Sales Prospecting Agency - B2B Outbound Agency Switzerland | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/audiovisual-16-meetings/","","200","HIGH","crawl","Swiss B2B Prospecting Agency | +200 Leads/Month | devlo - Generation of qualified leads for this audiovisual integrator","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/commercial-real-estate-11-prospects/","","200","HIGH","crawl","Real estate and B2B sales prospecting: how to target and approach prospects for commercial space rentals - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/learning-development-14-meetings/","","200","HIGH","crawl","Scheduling B2B Appointments with Decision Makers in ""Training & Skills Development"" (L&D): 45% of Prospects Respond [B2B Sales Prospecting Agency] - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/hr-54-meetings-dach/","","200","HIGH","crawl","Unique B2B lead generation strategy: How CareerLunch secured 54 appointments in the DACH region when most companies had already been contacted - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/merchandising-23-prospects/","","200","HIGH","crawl","How this merchandising company achieved a 70% response rate and 8% meeting rate with its potential customers thanks to this B2B acquisition sequence – Agency for B2B acquisition Switzerland | +200 leads/month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/real-estate-30-prospects/","","200","HIGH","crawl","B2B telemarketing in Swiss real estate: +30 prospects interested in an appointment - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/casestudy/accounting-200k-revenue/","","200","HIGH","crawl","How we helped an accounting software publisher secure €200,000 in contracts in Belgium thanks to a targeted multi-channel outbound strategy - Swiss B2B Prospecting Agency | +200 Leads/Month | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/our-call/","","200","MEDIUM","crawl","B2B sales prospecting: Explore our strategies to maximize your ROI.","EN page → redirect to FR equivalent"
"https://devlo.ch/en/terms/","","200","MEDIUM","crawl","Terms of Service - B2B Sales Prospecting Agency","EN page → redirect to FR equivalent"
"https://devlo.ch/de/telefonanruf/","","200","MEDIUM","crawl","B2B Lead Generierungsagentur: Ihr Partner für Terminvereinbarungen","DE page → redirect to FR equivalent"
"https://devlo.ch/de/ergebnisse_fall_studien/","","200","MEDIUM","crawl","Ergebnisse & Fallstudien: Unsere B2B-Lead-Generierungsagentur hilft diesen Unternehmen","DE page → redirect to FR equivalent"
"https://devlo.ch/de/blog/","","200","MEDIUM","crawl","Blog - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/biokraftstoffe-52-termine/","","200","HIGH","crawl","Wie lassen sich durch Vertriebsakquise-Kampagnen die besten Interessenten unter mehreren idealen Kundenprofilen (ICP) identifizieren? Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/stadtreinigung-71-termine/","","200","HIGH","crawl","Wie dieses Reinigungsunternehmen 71 qualifizierte Termine mit B2B-Entscheidungsträgern in Großstädten in der Schweiz, Frankreich und Belgien vereinbaren konnte. - Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/mobilitat-40-interessenten/","","200","HIGH","crawl","+40 interessierte potenzielle Kunden von 286 Unternehmen, die per E-Mail, Telefon und LinkedIn-Akquise angesprochen wurden – Agentur für B2B-Akquise in der Schweiz | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/biodiversitat-70-termine/","","200","HIGH","crawl","Wie dieser Verband seine Kundenakquise ausgelagert und 70 qualifizierte Termine mit Unternehmen wie UEFA, TAG Heuer, Rothschild usw. vereinbart hat – Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/cybersicherheit-4500-unternehmen/","","200","HIGH","crawl","B2B-Cybersicherheit: Agentur für E-Mail- und LinkedIn-Vertriebsakquise – B2B-Outbound-Agentur Schweiz | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/av-integration-16-termine/","","200","HIGH","crawl","Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo – Generierung qualifizierter Leads für diesen audiovisuellen Integrator","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/gewerbeimmobilien-11-interessenten/","","200","HIGH","crawl","Immobilien und B2B-Akquise: Wie man potenzielle Kunden für die Vermietung von Gewerbeflächen anspricht und akquiriert – Agentur für B2B-Akquise in der Schweiz | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/training-14-termine/","","200","HIGH","crawl","Planung von B2B-Terminen mit Entscheidungsträgern im Bereich „Ausbildung und Kompetenzentwicklung“ (L&D): 45 % der potenziellen Kunden antworten [Agentur für B2B-Akquise] – Agentur für B2B-Akquise in der Schweiz | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/hr-54-termine-dach/","","200","HIGH","crawl","Einzigartige B2B-Leadgenerierungsstrategie: Wie CareerLunch 54 Termine in der DACH-Region vereinbaren konnte, obwohl die meisten Unternehmen bereits kontaktiert worden waren – Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/merchandising-23-interessenten/","","200","HIGH","crawl","Wie dieses Merchandising-Unternehmen dank dieser B2B-Akquisesequenz 70 % Rückmeldungen und 8 % Meetings mit seinen potenziellen Kunden erzielte – Agentur für B2B-Akquise Schweiz | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/immobilien-30-interessenten/","","200","HIGH","crawl","B2B-Telemarketing in der Schweizer Immobilienbranche: +30 Interessenten für einen Termin – Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/fallstudien/buchhaltungssoftware-200k-umsatz/","","200","HIGH","crawl","Wie wir einem Anbieter von Buchhaltungssoftware dank einer gezielten Multi-Channel-Outbound-Strategie zu Aufträgen im Wert von 200.000 € in Belgien verholfen haben – Schweizer B2B-Akquiseagentur | +200 Leads/Monat | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/unser-termin/","","200","MEDIUM","crawl","B2B-Geschäftsanbahnung: Erkunden Sie unsere Strategien zur Maximierung Ihres ROI.","DE page → redirect to FR equivalent"
"https://devlo.ch/de/terms/","","200","MEDIUM","crawl","Nutzungsbedingungen - B2B-Kommerzielle Akquise-Agentur","DE page → redirect to FR equivalent"
"https://devlo.ch/resultats-cas-etudes/page/2/","","200","LOW","crawl","Résultats & études de cas: notre agence de prospection aide ces entreprises B2B","WP taxonomy/archive → redirect to /"
"https://devlo.ch/prospection-commerciale-b2b/","","200","LOW","crawl","Prospection commerciale B2B : Prospecter via Cold Outreach",""
"https://devlo.ch/courriel-quelquun-vendre-quelque-chose/","","200","LOW","crawl","Avez-vous déjà reçu un email de vente personnalisé ?",""
"https://devlo.ch/developpement-ventes-peche-au-harpon/","","200","LOW","crawl","Développement des ventes s'apparente à la pêche au harpon",""
"https://devlo.ch/lancement-devlo-partenaire-de-confiance-generation-de-prospects/","","200","LOW","crawl","Joyeux mercredi et bonne année - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo",""
"https://devlo.ch/externaliser-le-developpement-des-ventes-b2b-comment-eviter-les-depenses-excessives/","","200","LOW","crawl","Externalisation des Ventes B2B : Comment Maîtriser les Coûts",""
"https://devlo.ch/5-raisons-pour-lesquelles-la-prospection-commerciale-b2b-est-cruciale/","","200","LOW","crawl","Prospection B2B en 2023 : Essentiel pour 5 Raisons Éprouvées",""
"https://devlo.ch/oui-a-reduction-friction-commerciale/","","200","LOW","crawl","Oui à la réduction des freins à la vente - devlo",""
"https://devlo.ch/personnalisation-digitalisation-sont-si-importantes/","","200","LOW","crawl","Pourquoi la Personnalisation et la Digitalisation Sont Essentielles ?",""
"https://devlo.ch/indicateurs-de-performance-elimines-2020/","","200","LOW","crawl","Les Indicateurs de Performance Clés (KPIs) Supprimés en 2020",""
"https://devlo.ch/2020-leaders-equipes-vente-b2b/","","200","LOW","crawl","Les Leçons de 2020 pour les Leaders et les Équipes de Vente B2B",""
"https://devlo.ch/mark-roberge-predictions-prescriptions-2021/","","200","LOW","crawl","M.Roberge partage ses ""prédictions et prescriptions pour 2021""",""
"https://devlo.ch/en/results_cas_studies/page/2/","","200","MEDIUM","crawl","Results & case studies: our B2B Lead Generation agency helps these companies","EN page → redirect to FR equivalent"
"https://devlo.ch/blog/","","200","MEDIUM","crawl","Blog - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo",""
"https://devlo.ch/en/author/charlesperret/","","200","MEDIUM","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/ultimate-sales-training-course/","","200","MEDIUM","crawl","B2B Sales Prospecting: How to Prospect via Cold Outreach","EN page → redirect to FR equivalent"
"https://devlo.ch/en/category/b2b/","","200","MEDIUM","crawl","B2B Archives - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/personalized-b2b-sales-sequences/","","200","MEDIUM","crawl","Have you ever received a personalized sales email?","EN page → redirect to FR equivalent"
"https://devlo.ch/en/sales-development-is-like-spearfishing/","","200","MEDIUM","crawl","Why Sales Development Is Like Spearfishing","EN page → redirect to FR equivalent"
"https://devlo.ch/en/devlo-b2b-lead-generation-partner/","","200","MEDIUM","crawl","Joyeux mercredi et bonne année - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/outsourcing-b2b-sales-development-avoid-overspending/","","200","MEDIUM","crawl","Outsourcing B2B Sales: How to Control Costs","EN page → redirect to FR equivalent"
"https://devlo.ch/en/5-reasons-why-b2b-sales-prospecting-is-essential/","","200","MEDIUM","crawl","B2B Prospecting in 2023: Essential for 5 Proven Reasons","EN page → redirect to FR equivalent"
"https://devlo.ch/en/yes-to-reducing-sales-friction/","","200","MEDIUM","crawl","Yes to reducing sales barriers - Devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/personalisation-digitalisation-are-so-important/","","200","MEDIUM","crawl","Why Personalization and Digitalization Are Essential?","EN page → redirect to FR equivalent"
"https://devlo.ch/en/eliminated-kpis-in-2020/","","200","MEDIUM","crawl","Key Performance Indicators (KPIs) Removed in 2020","EN page → redirect to FR equivalent"
"https://devlo.ch/en/2020-b2b-sales-leaders-teams/","","200","MEDIUM","crawl","Lessons from 2020 for B2B Sales Leaders and Teams","EN page → redirect to FR equivalent"
"https://devlo.ch/de/ergebnisse_fall_studien/page/2/","","200","MEDIUM","crawl","Ergebnisse & Fallstudien: Unsere B2B-Lead-Generierungsagentur hilft diesen Unternehmen","DE page → redirect to FR equivalent"
"https://devlo.ch/de/author/charlesperret/","","200","MEDIUM","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/ultimativer-verkaufstrainingskurs/","","200","MEDIUM","crawl","B2B-Vertriebsakquise: Wie Sie über Cold Outreach akquirieren","DE page → redirect to FR equivalent"
"https://devlo.ch/de/category/b2b/","","200","MEDIUM","crawl","B2B Archives - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/courriel-quelquun-vendre-quelque-chose/","","200","MEDIUM","crawl","Haben Sie bereits eine personalisierte Verkaufs-E-Mail erhalten?","DE page → redirect to FR equivalent"
"https://devlo.ch/de/developpement-ventes-peche-au-harpon/","","200","MEDIUM","crawl","Warum Verkaufsentwicklung der Harpunenfischerei ähnelt","DE page → redirect to FR equivalent"
"https://devlo.ch/de/lancement-devlo-partenaire-de-confiance-generation-de-prospects/","","200","MEDIUM","crawl","Joyeux mercredi et bonne année - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/externaliser-le-developpement-des-ventes-b2b-comment-eviter-les-depenses-excessives/","","200","MEDIUM","crawl","Outsourcing im B2B-Vertrieb: Wie man die Kosten beherrscht","DE page → redirect to FR equivalent"
"https://devlo.ch/de/5-raisons-pour-lesquelles-la-prospection-commerciale-b2b-est-cruciale/","","200","MEDIUM","crawl","B2B-Akquise im Jahr 2023: Wesentlich aus 5 bewährten Gründen","DE page → redirect to FR equivalent"
"https://devlo.ch/de/oui-a-reduction-friction-commerciale/","","200","MEDIUM","crawl","Ja zur Reduzierung von Verkaufshemmnissen - Devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/personnalisation-digitalisation-sont-si-importantes/","","200","MEDIUM","crawl","Warum Personalisierung und Digitalisierung entscheidend sind?","DE page → redirect to FR equivalent"
"https://devlo.ch/de/indicateurs-de-performance-elimines-2020/","","200","MEDIUM","crawl","Kennzahlen zur Leistungsbeurteilung (KPIs) im Jahr 2020 gestrichen","DE page → redirect to FR equivalent"
"https://devlo.ch/de/2020-leaders-equipes-vente-b2b/","","200","MEDIUM","crawl","Lektionen aus dem Jahr 2020 für B2B-Vertriebsführungskräfte und -teams","DE page → redirect to FR equivalent"
"https://devlo.ch/resultats-cas-etudes/page/1/","","301","LOW","crawl","","WP taxonomy/archive → redirect to /"
"https://devlo.ch/author/charlesperret/","","200","LOW","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","WP taxonomy/archive → redirect to /"
"https://devlo.ch/category/b2b/","","200","LOW","crawl","B2B Archives - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","WP taxonomy/archive → redirect to /"
"https://devlo.ch/et_body_layout/theme-builder-layout/","","301","LOW","crawl","",""
"https://devlo.ch/en/mark-roberge-predictions-prescriptions-2021/","","200","MEDIUM","crawl","Mark Roberge Shares His “Predictions & Prescriptions for 2021","EN page → redirect to FR equivalent"
"https://devlo.ch/de/mark-roberge-predictions-prescriptions-2021/","","200","MEDIUM","crawl","Mark Roberge teilt 'Prognosen und Einblicke für 2021'","DE page → redirect to FR equivalent"
"https://devlo.ch/en/results_cas_studies/page/1/","","301","MEDIUM","crawl","","EN page → redirect to FR equivalent"
"https://devlo.ch/en/author/charlesperret/page/2/","","200","MEDIUM","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Page 2 of 3","EN page → redirect to FR equivalent"
"https://devlo.ch/en/category/b2b/page/2/","","200","MEDIUM","crawl","B2B Archives - Page 2 of 2 - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","EN page → redirect to FR equivalent"
"https://devlo.ch/en/et_body_layout/theme-builder-layout/","","301","MEDIUM","crawl","","EN page → redirect to FR equivalent"
"https://devlo.ch/de/ergebnisse_fall_studien/page/1/","","301","MEDIUM","crawl","","DE page → redirect to FR equivalent"
"https://devlo.ch/de/author/charlesperret/page/2/","","200","MEDIUM","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Seite 2 von 3","DE page → redirect to FR equivalent"
"https://devlo.ch/de/category/b2b/page/2/","","200","MEDIUM","crawl","B2B Archives - Seite 2 von 2 - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","DE page → redirect to FR equivalent"
"https://devlo.ch/de/et_body_layout/theme-builder-layout/","","301","MEDIUM","crawl","","DE page → redirect to FR equivalent"
"https://devlo.ch/author/charlesperret/page/2/","","200","LOW","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Page 2 sur 3","WP taxonomy/archive → redirect to /"
"https://devlo.ch/category/b2b/page/2/","","200","LOW","crawl","B2B Archives - Page 2 sur 2 - Agence Prospection B2B Suisse | +200 Leads/Mois | devlo","WP taxonomy/archive → redirect to /"
"https://devlo.ch/en/author/charlesperret/page/3/","","200","MEDIUM","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Page 3 of 3","EN page → redirect to FR equivalent"
"https://devlo.ch/de/author/charlesperret/page/3/","","200","MEDIUM","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Seite 3 von 3","DE page → redirect to FR equivalent"
"https://devlo.ch/author/charlesperret/page/3/","","200","LOW","crawl","charlesperret, Author at Agence Prospection B2B Suisse | +200 Leads/Mois | devlo - Page 3 sur 3","WP taxonomy/archive → redirect to /"